full date,Country_Region,population,total,one_shot,one_shot_perc,two_shots,two_shots_perc,three_shots,three_shots_perc
2020-05-20,US,338289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-21,Canada,38454328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-21,Mexico,127504120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-21,US,338289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22,Canada,38454328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22,Mexico,127504120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22,US,338289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-23,Canada,38454328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-23,Mexico,127504120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-23,US,338289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-24,Canada,38454328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-24,Mexico,127504120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-24,US,338289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-25,Canada,38454328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-25,Mexico,127504120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-25,US,338289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-26,Canada,38454328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-26,Mexico,127504120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-26,US,338289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-27,Canada,38454328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-27,Mexico,127504120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-27,US,338289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-28,Canada,38454328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-28,Mexico,127504120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-28,US,338289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-29,Canada,38454328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-29,Mexico,127504120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-29,US,338289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-30,Canada,38454328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-30,Mexico,127504120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-30,US,338289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-31,Canada,38454328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-31,Mexico,127504120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-31,US,338289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,Canada,38454328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,Mexico,127504120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,US,338289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02,Canada,38454328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02,Mexico,127504120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02,US,338289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03,Canada,38454328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03,Mexico,127504120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03,US,338289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-04,Canada,38454328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-04,Mexico,127504120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-04,US,338289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-05,Canada,38454328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-05,Mexico,127504120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-05,US,338289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
