full date,Country_Region,Confirmed,Recovered,Deaths,Case_Fatality_Ratio,Active,Incident_Rate,confirmed_1d,deaths_1d,confirmed_moving_avg_7d,deaths_moving_avg_7d,confirmed_moving_avg_7d_rate_14d,deaths_moving_avg_7d_rate_14d
2020-04-29,Canada,53886.0,19231.0,3635.0,0.06745722451100471,31020.0,0.53886,1523.0,207.0,1609.5714285714287,174.85714285714286,0.13077077478924148,0.5712451861360719
2020-04-30,Canada,55575.0,20327.0,3843.0,0.0691497975708502,31405.0,0.55575,1689.0,208.0,1589.0,181.14285714285714,0.06186157517899771,0.5023696682464456
2020-05-01,Canada,57214.0,21424.0,4055.0,0.07087426154437725,31735.0,0.57214,1639.0,212.0,1564.7142857142858,185.42857142857142,0.008470674891814634,0.4800456100342074
2020-05-02,Canada,59025.0,22764.0,4236.0,0.07176620076238882,32025.0,0.59025,1811.0,181.0,1710.5714285714287,188.71428571428572,0.011061386473022017,0.4204301075268817
2020-05-03,Canada,60381.0,23814.0,4412.0,0.07306934300524999,32155.0,0.60381,1356.0,176.0,1680.4285714285713,188.85714285714286,-0.019177853748019724,0.391578947368421
2020-05-04,Canada,61640.0,24921.0,4558.0,0.07394548994159636,32161.0,0.6164,1259.0,146.0,1688.4285714285713,190.42857142857142,-0.043073435349364475,0.3171936758893279
2020-05-05,Canada,63016.0,26030.0,4764.0,0.07559984765773772,32222.0,0.63016,1376.0,206.0,1521.857142857143,190.85714285714286,-0.13150171204956784,0.3021442495126705
2020-05-06,Canada,64411.0,27006.0,4936.0,0.07663287326698856,32469.0,0.64411,1395.0,172.0,1503.5714285714287,185.85714285714286,-0.1349552067066655,0.23786869647954334
2020-05-07,Canada,65927.0,28184.0,5108.0,0.07747963656771883,32635.0,0.65927,1516.0,172.0,1478.857142857143,180.71428571428572,-0.15514567860932005,0.19227144203581514
2020-05-08,Canada,67198.0,29260.0,5256.0,0.07821661358969018,32682.0,0.67198,1271.0,148.0,1426.2857142857142,171.57142857142858,-0.18802862719583613,0.08491418247515825
2020-05-09,Canada,68398.0,30239.0,5414.0,0.0791543612386327,32745.0,0.68398,1200.0,158.0,1339.0,168.28571428571428,-0.14479927007299276,0.05366726296958846
2020-05-10,Canada,69544.0,31262.0,5576.0,0.08017945473369378,32706.0,0.69544,1146.0,162.0,1309.0,166.28571428571428,-0.1670757203890556,0.008665511265164572
2020-05-11,Canada,70582.0,32109.0,5704.0,0.08081380521946105,32769.0,0.70582,1038.0,128.0,1277.4285714285713,163.71428571428572,-0.14870525514089883,0.024128686327077764
2020-05-12,Canada,71606.0,33007.0,5836.0,0.08150155014942882,32763.0,0.71606,1024.0,132.0,1227.142857142857,153.14285714285714,-0.2421034056820187,-0.08998302207130726
2020-05-13,Canada,72723.0,34055.0,5979.0,0.08221608019471144,32689.0,0.72723,1117.0,143.0,1187.4285714285713,149.0,-0.26227034703115304,-0.14787581699346408
2020-05-14,Canada,73950.0,35177.0,6091.0,0.08236646382691007,32682.0,0.7395,1227.0,112.0,1146.142857142857,140.42857142857142,-0.27870178908567833,-0.22476340694006314
2020-05-15,Canada,75060.0,36104.0,6213.0,0.08277378097521983,32743.0,0.7506,1110.0,122.0,1123.142857142857,136.71428571428572,-0.28220578836848353,-0.2627118644067795
2020-05-16,Canada,76331.0,36908.0,6337.0,0.08302000497831812,33086.0,0.76331,1271.0,124.0,1133.2857142857142,131.85714285714286,-0.33748120928678815,-0.30128690386071155
2020-05-17,Canada,77486.0,37832.0,6452.0,0.08326665462148002,33202.0,0.77486,1155.0,115.0,1134.5714285714287,125.14285714285714,-0.3248321006545948,-0.33736762481089266
2020-05-18,Canada,78694.0,38563.0,6542.0,0.08313213205581112,33589.0,0.78694,1208.0,90.0,1158.857142857143,119.71428571428571,-0.3136475167103815,-0.37134283570892723
2020-05-19,Canada,79780.0,39251.0,6637.0,0.08319127600902482,33892.0,0.7978,1086.0,95.0,1167.7142857142858,114.42857142857143,-0.23270440251572322,-0.40044910179640714
2020-05-20,Canada,80782.0,40069.0,6714.0,0.08311257458344681,33999.0,0.80782,1002.0,77.0,1151.2857142857142,105.0,-0.23429928741092643,-0.43504996156802456
2020-05-21,Canada,82038.0,40793.0,6832.0,0.08327848070406398,34413.0,0.82038,1256.0,118.0,1155.4285714285713,105.85714285714286,-0.2187017001545596,-0.41422924901185776
2020-05-22,Canada,83153.0,41731.0,6933.0,0.08337642658713455,34489.0,0.83153,1115.0,101.0,1156.142857142857,102.85714285714286,-0.18940304487179482,-0.4004995836802665
2020-05-23,Canada,84243.0,42608.0,7036.0,0.08352029248720962,34599.0,0.84243,1090.0,103.0,1130.2857142857142,99.85714285714286,-0.1558732529606317,-0.4066213921901527
2020-05-24,Canada,85150.0,43318.0,7129.0,0.08372284204345273,34703.0,0.8515,907.0,93.0,1094.857142857143,96.71428571428571,-0.16359270981119722,-0.41838487972508587
2020-05-25,Canada,86103.0,43998.0,7218.0,0.08382983171318073,34887.0,0.86103,953.0,89.0,1058.4285714285713,96.57142857142857,-0.17143815701185416,-0.4101221640488657
2020-05-26,Canada,87067.0,44651.0,7312.0,0.08398130175611886,35104.0,0.87067,964.0,94.0,1041.0,96.42857142857143,-0.15168800931315485,-0.3703358208955223
2020-05-27,Canada,87834.0,45352.0,7400.0,0.08424983491586402,35082.0,0.87834,767.0,88.0,1007.4285714285714,98.0,-0.15158806544754566,-0.3422818791946308
2020-05-28,Canada,88719.0,46248.0,7497.0,0.08450275589219897,34974.0,0.88719,885.0,97.0,954.4285714285714,95.0,-0.16726910133366568,-0.32349949135300093
2020-05-29,Canada,89506.0,46961.0,7614.0,0.08506692288785109,34931.0,0.89506,787.0,117.0,907.5714285714286,97.28571428571429,-0.1919358941745103,-0.28840125391849525
2020-05-30,Canada,90575.0,47905.0,7714.0,0.08516698868341153,34956.0,0.90575,1069.0,100.0,904.5714285714286,96.85714285714286,-0.20181520231942518,-0.2654387865655471
2020-05-31,Canada,91337.0,48517.0,7772.0,0.08509147442985865,35048.0,0.91337,762.0,58.0,883.8571428571429,91.85714285714286,-0.22097708385797032,-0.26598173515981727
2020-06-01,Canada,92067.0,49213.0,7828.0,0.0850250361150032,35026.0,0.92067,730.0,56.0,852.0,87.14285714285714,-0.2647928994082841,-0.2720763723150358
